tm,open,high,low,close,rsi,supertrend,direction,ppo,ppo_signal,hist
2019-01-07 12:15,10800.25,10807.4,10793.85,10805.1,56.03110379,10747.41325,1,0.05194304,0.39202514,-0.3400821
2019-01-07 13:15,10805.25,10817.25,10782.6,10805.3,56.66833452,10747.41325,1,0.167416583,0.405998947,-0.238582363
2019-01-07 14:15,10805.35,10806.35,10750.15,10774.2,56.69679173,10747.41325,1,0.281656879,0.416191394,-0.134534515
2019-01-07 15:15,10773.8,10778.95,10771.1,10776.85,51.0792478,10747.41325,1,0.330612045,0.372117248,-0.041505203
2019-01-08 09:15,10775.6,10797.5,10733.25,10788.65,51.52002643,10747.41325,1,0.454621778,0.396901585,0.057720193
2019-01-08 10:15,10788.75,10798.85,10754.5,10762.9,53.52791844,10747.41325,1,0.499858777,0.353710867,0.14614791
2019-01-08 11:15,10762.95,10770.55,10747.55,10763,48.78003554,10747.41325,1,0.51256312,0.293132168,0.219430952
2019-01-08 12:15,10763.3,10775.5,10758.15,10764,48.79902905,10747.41325,1,0.438523603,0.17527412,0.263249482
2019-01-08 13:15,10763.8,10816.9,10756.55,10804.45,49.00268543,10747.41325,1,0.34451164,0.065009726,0.279501914
2019-01-08 14:15,10806.05,10818.45,10792.9,10806.15,56.53402822,10747.41325,1,0.286872511,0.005896478,0.280976033
2019-01-08 15:15,10805.4,10811.7,10791.55,10791.55,56.82262827,10747.41325,1,0.225269449,-0.044565267,0.269834716
2019-01-09 09:15,10790.95,10870.4,10786.25,10857.2,53.53506622,10747.41325,1,0.152328811,-0.094004725,0.246333535
2019-01-09 10:15,10857,10859.9,10835.2,10842.75,63.70404655,10764.49346,1,0.152590906,-0.074994103,0.227585009
2019-01-09 11:15,10842.9,10843.15,10829.1,10834.55,60.56229245,10786.42578,1,0.149860516,-0.062179595,0.212040111
2019-01-09 12:15,10834.5,10853.4,10817.3,10849.7,58.79038053,10786.42578,1,0.148977276,-0.050450268,0.199427544
2019-01-09 13:15,10849.45,10863.75,10749.4,10796.75,61.05736538,10786.42578,1,0.15517033,-0.035405771,0.190576101
2019-01-09 14:15,10796.95,10864.3,10783.4,10863.45,50.58370145,10786.42578,1,0.158385631,-0.025752376,0.184138007
2019-01-09 15:15,10863.35,10865.75,10848.9,10848.9,59.9122976,10786.42578,1,0.198682153,0.011635317,0.187046836
2019-01-10 09:15,10848.55,10857,10825.35,10840.95,57.36816984,10788.51004,1,0.228828117,0.033425025,0.195403093
2019-01-10 10:15,10840.9,10859.2,10831.3,10831.9,55.96966344,10788.51004,1,0.253149333,0.046196992,0.206952341
2019-01-10 11:15,10831.4,10836.85,10811.45,10822.1,54.34552377,10788.51004,1,0.279992335,0.058431995,0.221560339
2019-01-10 12:15,10821.95,10829.3,10814.2,10828.6,52.5666578,10788.51004,1,0.236034667,0.011579462,0.224455205
2019-01-10 13:15,10828.85,10836.75,10810.55,10831.3,53.65033031,10788.51004,1,0.210693721,-0.011009187,0.221702908
2019-01-10 14:15,10831.35,10836.2,10801.8,10823.3,54.11923018,10788.51004,1,0.180901382,-0.032641221,0.213542603
2019-01-10 15:15,10823.1,10824.25,10812.85,10818,52.4268492,10788.51004,1,0.13227663,-0.065012778,0.197289408
2019-01-11 09:15,10818.2,10850.15,10814.15,10823.75,51.28268631,10788.51004,1,0.140518277,-0.045416905,0.185935182
2019-01-11 10:15,10823.7,10828.95,10801.2,10807.75,52.49400707,10788.51004,1,0.071604902,-0.091464224,0.163069126
2019-01-11 11:15,10807.4,10812.35,10757.65,10775.65,48.85391773,10788.51004,1,0.008678988,-0.123512111,0.132191098
2019-01-11 12:15,10775.75,10780.05,10761.3,10770.45,42.48828915,10838.90597,-1,-0.063728877,-0.15673598,0.093007103
2019-01-11 13:15,10770.5,10774.5,10739.4,10757.7,41.54394004,10821.99771,-1,-0.111116372,-0.163298781,0.052182408
2019-01-11 14:15,10757.6,10810.05,10753.5,10806.35,39.24093844,10808.40568,-1,-0.154881536,-0.165651155,0.010769619
2019-01-11 15:15,10806.15,10807.05,10784.55,10786.7,50.51366963,10808.40568,-1,-0.184554499,-0.156259295,-0.028295204
2019-01-14 09:15,10786.8,10808,10711.35,10712.75,46.74154888,10808.40568,-1,-0.197838444,-0.135634592,-0.062203852
2019-01-14 10:15,10712.9,10735.65,10709.1,10720.85,35.88196484,10821.60574,-1,-0.251449661,-0.151396647,-0.100053014
2019-01-14 11:15,10720.75,10721.4,10692.35,10698.5,37.59229452,10782.09256,-1,-0.29886603,-0.159050413,-0.139815617
2019-01-14 12:15,10698.85,10715.65,10698.85,10705.25,34.83141217,10764.97659,-1,-0.357942642,-0.17450162,-0.183441022
2019-01-14 13:15,10705.5,10729.75,10703.15,10726.95,36.35177174,10762.11083,-1,-0.421222689,-0.190225334,-0.230997356
2019-01-14 14:15,10726.85,10742.9,10722.85,10739.65,41.10842826,10762.11083,-1,-0.408381722,-0.141907493,-0.266474229
2019-01-14 15:15,10739.8,10743.85,10731.5,10739.85,43.75758762,10762.11083,-1,-0.389664619,-0.098552312,-0.291112307
2019-01-15 09:15,10739.6,10837.5,10737.6,10821.25,43.80046208,10762.11083,-1,-0.361343674,-0.056185093,-0.30515858
2019-01-15 10:15,10821.6,10848.9,10815.15,10840.75,57.8754752,10729.55681,1,-0.341056323,-0.028718194,-0.312338129
2019-01-15 11:15,10840.6,10861.5,10839.6,10847.1,60.43202788,10774.76905,1,-0.293952812,0.014708254,-0.308661066
2019-01-15 12:15,10847.2,10847.35,10835.85,10843.3,61.25662345,10795.73588,1,-0.164003875,0.115725752,-0.279729627
2019-01-15 13:15,10843.45,10857.1,10840,10852.25,60.44482009,10795.73588,1,-0.043330405,0.189119378,-0.232449783
2019-01-15 14:15,10852.2,10888.8,10850.95,10885.3,61.73119286,10800.03565,1,0.101723748,0.267338825,-0.165615077
2019-01-15 15:15,10884.65,10896.95,10884.65,10888.6,66.11368309,10820.53428,1,0.256012634,0.337302168,-0.081289535
2019-01-16 09:15,10888.75,10928.15,10883.8,10912.7,66.52588715,10844.54938,1,0.392391606,0.378944913,0.013446694
2019-01-16 10:15,10912.45,10915.55,10885.55,10888.35,69.44872685,10857.69634,1,0.521748639,0.406641556,0.115107083
2019-01-16 11:15,10888.4,10914.8,10879.3,10908.8,63.42300167,10857.69634,1,0.622104003,0.405597536,0.216506467
2019-01-16 12:15,10909.05,10923.85,10902.15,10908.5,66.08447777,10857.69634,1,0.647716794,0.344968262,0.302748532
2019-01-16 13:15,10908.55,10917.05,10876.9,10889.95,66.00859772,10866.11266,1,0.647152034,0.275522802,0.371629232
2019-01-16 14:15,10890,10908.95,10883.1,10892,61.3200532,10866.11266,1,0.652274694,0.224516369,0.427758325
2019-01-16 15:15,10892.1,10893.6,10883,10889.05,61.64428992,10866.11266,1,0.65330757,0.180439396,0.472868174
2019-01-17 09:15,10889.35,10929.25,10886.7,10915.05,60.85376311,10866.11266,1,0.609136532,0.109014687,0.500121846
2019-01-17 10:15,10915.2,10924.8,10900.85,10919.15,65.10157776,10866.11266,1,0.54950742,0.039508459,0.50999896
2019-01-17 11:15,10919.05,10920.8,10893.8,10897.8,65.73303846,10867.73602,1,0.478556356,-0.025154083,0.503710439
2019-01-17 12:15,10897.15,10902.6,10882.25,10889.45,59.67753677,10867.73602,1,0.374239622,-0.103576654,0.477816276
2019-01-17 13:15,10889,10889.05,10844.65,10873.85,57.44849425,10867.73602,1,0.300326687,-0.141991671,0.442318358
2019-01-17 14:15,10873.5,10930.65,10873.5,10904.6,53.43299296,10867.73602,1,0.202732789,-0.191668455,0.394401244
2019-01-17 15:15,10904.75,10907.2,10890.55,10890.95,59.44971847,10867.73602,1,0.122909008,-0.217193789,0.340102797
2019-01-18 09:15,10890.9,10928.2,10865.75,10874.3,55.99132177,10867.73602,1,0.091879238,-0.198578847,0.290458085
2019-01-18 10:15,10874.55,10900.2,10852.2,10879.05,52.01637465,10867.73602,1,0.058397212,-0.185648698,0.244045911
2019-01-18 11:15,10878.9,10889.35,10871.05,10874.2,53.04060395,10867.73602,1,0.033516526,-0.168423507,0.201940034
2019-01-18 12:15,10874.35,10882.4,10862.5,10873.1,51.82422262,10867.73602,1,-0.022346282,-0.179429053,0.157082771
2019-01-18 13:15,10873.15,10913.5,10873,10902.85,51.53555117,10867.73602,1,-0.078887934,-0.188776564,0.10988863
2019-01-18 14:15,10902.75,10915.05,10882.05,10904.95,58.30071904,10867.73602,1,-0.081785931,-0.153339649,0.071553718
2019-01-18 15:15,10904.35,10915.15,10899.45,10909.95,58.7385603,10867.73602,1,-0.073475348,-0.116023253,0.042547904
2019-01-21 09:15,10911,10983.95,10885.75,10971.25,59.82031802,10867.73602,1,-0.035395692,-0.062354877,0.026959185
2019-01-21 10:15,10971.45,10987.45,10959.75,10961.9,70.15208817,10877.37361,1,-0.005464595,-0.025939024,0.020474429
2019-01-21 11:15,10961.85,10967.3,10950.55,10961.35,67.30908247,10917.7163,1,0.042498279,0.01761908,0.024879199
2019-01-21 12:15,10961.1,10971.35,10959.15,10968.1,67.13672384,10917.7163,1,0.106958738,0.065663631,0.041295107
2019-01-21 13:15,10968,10977.75,10950.55,10965.75,68.21254693,10917.7163,1,0.16180802,0.096410331,0.06539769
2019-01-21 14:15,10965.65,10978.35,10959.85,10965.35,67.38547163,10917.7163,1,0.221184412,0.124629378,0.096555034
2019-01-21 15:15,10965.25,10965.5,10947.45,10950.45,67.2360341,10922.67397,1,0.280061874,0.146805472,0.133256402
2019-01-22 09:15,10950.95,10961.85,10902.4,10909.85,61.74323452,10922.67397,1,0.312249823,0.143194737,0.169055086
2019-01-22 10:15,10910.15,10921.05,10894.5,10895.2,49.80391455,10981.08437,-1,0.321510124,0.12196403,0.199546094
2019-01-22 11:15,10895.1,10906.2,10864.15,10876.55,46.32307601,10955.82092,-1,0.307691634,0.086516432,0.221175202
2019-01-22 12:15,10876.65,10897,10870.75,10887,42.27260688,10934.72385,-1,0.217223245,-0.003161566,0.220384811
2019-01-22 13:15,10886.55,10920.85,10881.65,10916.15,45.16582634,10932.40645,-1,0.134950665,-0.068347317,0.203297981
2019-01-22 14:15,10916,10927.7,10891.45,10921.95,52.34127127,10932.40645,-1,0.083649516,-0.095718773,0.179368288
2019-01-22 15:15,10921.6,10931.05,10918.7,10919.7,53.64115427,10932.40645,-1,0.022477218,-0.125512856,0.147990074
2019-01-23 09:15,10919.65,10942.55,10914.35,10919.5,53.03681825,10932.40645,-1,-0.045166384,-0.154525167,0.109358783
2019-01-23 10:15,10919.25,10924.8,10905.5,10914.15,52.97968067,10932.40645,-1,-0.110315067,-0.175739079,0.065424013
2019-01-23 11:15,10914.85,10935.85,10914.45,10934.45,51.38494479,10932.40645,-1,-0.165498283,-0.184737836,0.019239554
2019-01-23 12:15,10934.8,10944.8,10923.8,10927.6,56.70967071,10881.68153,1,-0.168509771,-0.15019946,-0.018310311
2019-01-23 13:15,10928.05,10930.3,10906.85,10926.05,54.53890907,10892.02838,1,-0.146874005,-0.102850955,-0.04402305
2019-01-23 14:15,10926.75,10927.4,10823.25,10824.75,54.03488065,10892.02838,1,-0.10619236,-0.049735448,-0.056456912
2019-01-23 15:15,10824.65,10830.15,10811.95,10826.65,32.73957016,10928.35331,-1,-0.130549182,-0.059273816,-0.071275366
2019-01-24 09:15,10826.8,10848.85,10798.65,10833.75,33.27076612,10871.50547,-1,-0.155496314,-0.067376759,-0.088119556
2019-01-24 10:15,10833.8,10858.4,10828.55,10834.95,35.3262432,10871.50547,-1,-0.186676633,-0.078845662,-0.107830971
2019-01-24 11:15,10835.5,10842.1,10813.95,10835.95,35.68682519,10871.50547,-1,-0.215179242,-0.085878617,-0.129300625
2019-01-24 12:15,10835.8,10845.45,10809.8,10821.95,36.00701811,10871.50547,-1,-0.239860225,-0.08844768,-0.151412545
2019-01-24 13:15,10821.9,10838.35,10801.85,10829.5,33.49294538,10871.50547,-1,-0.268061317,-0.093319017,-0.1747423
2019-01-24 14:15,10829.4,10861.15,10821.1,10860.15,36.08473,10871.50547,-1,-0.312955045,-0.110570196,-0.202384849
2019-01-24 15:15,10859.1,10866.6,10850.45,10860.6,45.38894925,10871.50547,-1,-0.340467517,-0.110466135,-0.230001382
2019-01-25 09:15,10860.4,10931.7,10849.8,10920.55,45.51435692,10871.50547,-1,-0.38475839,-0.123805606,-0.260952784
2019-01-25 10:15,10920.75,10921.85,10905.25,10910.75,59.01676357,10833.72502,1,-0.298525206,-0.030057937,-0.268467268
2019-01-25 11:15,10911.3,10911.3,10893.25,10898.25,56.54969652,10859.73753,1,-0.228317182,0.032120069,-0.260437251
2019-01-25 12:15,10898.75,10906.75,10887.15,10897.2,53.47886249,10859.73753,1,-0.167615735,0.074257213,-0.241872948
2019-01-25 13:15,10897.35,10900.1,10816.45,10828.35,53.21743936,10859.73753,1,-0.095355499,0.117213959,-0.212569458
2019-01-25 14:15,10827.95,10830,10756.45,10779.65,39.56121137,10914.89087,-1,-0.060131075,0.121950707,-0.182081781
2019-01-25 15:15,10780.6,10797.75,10774.95,10786.25,33.09252132,10855.21179,-1,-0.038986175,0.114476485,-0.15346266
2019-01-28 09:15,10786.65,10804.45,10698.1,10715.05,34.65199747,10845.55811,-1,-0.021915205,0.105237964,-0.127153169
2019-01-28 10:15,10715.15,10725.25,10696.2,10696.95,27.26817983,10820.51481,-1,-0.078762343,0.038712661,-0.117475004
2019-01-28 11:15,10697.5,10699.3,10663,10688.5,25.76514664,10777.39832,-1,-0.137039577,-0.015651659,-0.121387919
2019-01-28 12:15,10688.3,10694,10671.1,10680.05,25.07038436,10746.60099,-1,-0.264890578,-0.114802128,-0.15008845
2019-01-28 13:15,10679.95,10684,10630.95,10644.75,24.36289931,10744.89089,-1,-0.388460376,-0.190697541,-0.197762836
2019-01-28 14:15,10644.6,10685.6,10635.45,10655.1,21.61829134,10721.5393,-1,-0.566130012,-0.294693741,-0.271436271
2019-01-28 15:15,10655.4,10678.1,10648.5,10676.35,24.31067119,10721.5393,-1,-0.736249548,-0.371850621,-0.364398926
2019-01-29 09:15,10676.7,10677.5,10616.85,10647.4,29.6534555,10721.5393,-1,-0.82036405,-0.364772099,-0.455591951
2019-01-29 10:15,10648.5,10659,10627.6,10638.2,26.87063476,10713.0646,-1,-0.870392261,-0.331840248,-0.538552013
2019-01-29 11:15,10638.35,10654.2,10634.5,10649.2,26.03448727,10707.31064,-1,-0.932114294,-0.314849825,-0.617264469
2019-01-29 12:15,10649.75,10666.9,10592.5,10592.65,28.88394466,10704.91458,-1,-0.920590501,-0.242660825,-0.677929676
2019-01-29 13:15,10592.4,10617.55,10583.65,10592.6,23.80642431,10695.36812,-1,-0.919245638,-0.19305277,-0.726192868
2019-01-29 14:15,10593.1,10651.55,10589.7,10635.1,23.80244013,10664.78631,-1,-0.895041953,-0.135079268,-0.759962685
2019-01-29 15:15,10635.65,10690.35,10632.35,10683.75,33.92489866,10664.78631,-1,-0.837431772,-0.06197527,-0.775456503
2019-01-30 09:15,10683.45,10710.2,10652.2,10684.75,43.22303139,10592.30934,1,-0.68741335,0.070434522,-0.757847872
2019-01-30 10:15,10685.3,10686,10622.4,10629.6,43.39934312,10610.36341,1,-0.55178706,0.16484865,-0.71663571
2019-01-30 11:15,10629.7,10652.95,10629.55,10635.85,36.64144284,10610.36341,1,-0.47541773,0.192974384,-0.668392114
2019-01-30 12:15,10635.8,10676.7,10633.3,10665.25,37.82306096,10610.36341,1,-0.36563,0.242209691,-0.607839691
2019-01-30 13:15,10665.15,10675.7,10644.75,10664,43.1902483,10610.36341,1,-0.261300682,0.277231207,-0.538531889
2019-01-30 14:15,10664.15,10690.75,10612.85,10652.7,43.02021368,10610.36341,1,-0.191791277,0.27739249,-0.469183767
2019-01-30 15:15,10653.2,10664.95,10639.55,10641.1,41.43224045,10610.36341,1,-0.066637117,0.322037319,-0.388674437
2019-01-31 09:15,10640.55,10707.85,10634.8,10692.6,39.80780279,10610.36341,1,0.018636394,0.325848665,-0.307212271
2019-01-31 10:15,10693,10739.95,10687.8,10735.2,49.30994115,10610.36341,1,0.080654183,0.310293163,-0.22963898
2019-01-31 11:15,10735.25,10760.65,10728.95,10753.35,55.559472,10640.77511,1,0.112374912,0.273611113,-0.161236202
2019-01-31 12:15,10753.05,10770.4,10738,10768.6,57.93881908,10674.2551,1,0.149463742,0.248559955,-0.099096213
2019-01-31 13:15,10768.75,10813.55,10767.8,10786.65,59.88235219,10685.84959,1,0.236130193,0.268181125,-0.032050932
2019-01-31 14:15,10786.5,10838.05,10785.55,10832.85,62.11378469,10722.29713,1,0.331362981,0.29073113,0.040631851
2019-01-31 15:15,10833.35,10834.2,10818.65,10821.05,67.15028988,10742.38492,1,0.432226568,0.313275774,0.118950794
2019-02-01 09:15,10819.9,10888.05,10817.25,10871.95,64.78151453,10761.61893,1,0.513908586,0.315966234,0.197942353
2019-02-01 10:15,10872.25,10881.3,10849.2,10862.9,69.7401601,10783.70453,1,0.631798383,0.347084824,0.284713559
2019-02-01 11:15,10862.15,10883.1,10852.05,10863.2,67.90937403,10798.38408,1,0.76150683,0.381434617,0.380072213
2019-02-01 12:15,10863.4,10983.45,10861.15,10980.25,67.9394198,10802.73817,1,0.811163817,0.344873283,0.466290534
2019-02-01 13:15,10979.95,10981.95,10832.2,10868.35,76.99120034,10845.60185,1,0.882726964,0.333149144,0.54957782
2019-02-01 14:15,10868.95,10903.9,10813.45,10887.35,59.65194014,10845.60185,1,0.892139871,0.274049641,0.61809023
2019-02-01 15:15,10887.2,10899.75,10887.2,10896.8,61.24779747,10845.60185,1,0.919298793,0.24096685,0.678331943
2019-02-04 09:15,10897.15,10897.9,10829.9,10856.25,62.05174211,10845.60185,1,0.933580479,0.204198829,0.72938165
2019-02-04 10:15,10855.6,10867.45,10831.9,10834.7,56.62337473,10845.60185,1,0.851644337,0.09781015,0.753834187
2019-02-04 11:15,10834.9,10863.15,10834.75,10855.8,53.9235544,10935.63017,-1,0.772819652,0.015188372,0.75763128
2019-02-04 12:15,10855.7,10857.85,10814.15,10842.95,56.1291942,10930.57715,-1,0.667366414,-0.072211893,0.739578307
2019-02-04 13:15,10842.8,10893,10824.5,10872.35,54.42065579,10916.01944,-1,0.563587953,-0.140792283,0.704380236
2019-02-04 14:15,10871.95,10927.9,10867.75,10902.35,57.60063429,10916.01944,-1,0.470963414,-0.186733458,0.657696872
2019-02-04 15:15,10902.75,10913.65,10902.5,10909.7,60.61983673,10916.01944,-1,0.270031385,-0.310132389,0.580163774
2019-02-05 09:15,10909.85,10928.9,10886.7,10920.4,61.34607189,10916.01944,-1,0.212060951,-0.294482259,0.50654321
2019-02-05 10:15,10920.5,10931,10906,10909.95,62.43223791,10832.64505,1,0.160424399,-0.276895049,0.437319448
2019-02-05 11:15,10909.85,10948.65,10904.3,10946.95,60.64006692,10847.11054,1,0.101702388,-0.268493648,0.370196036
2019-02-05 12:15,10946.45,10949.85,10928.85,10940.45,64.52322274,10855.57199,1,0.112287106,-0.206327144,0.31861425
2019-02-05 13:15,10940.1,10956.7,10916.25,10937,63.34096689,10872.38729,1,0.149510822,-0.135282742,0.284793564
2019-02-05 14:15,10936.75,10950.55,10927.65,10931.85,62.68445036,10872.38729,1,0.184472014,-0.08025724,0.264729254
2019-02-05 15:15,10931.2,10936.25,10928.05,10932.55,61.65710394,10875.96446,1,0.224194152,-0.032428082,0.256622234
2019-02-06 09:15,10932.5,11018.6,10930.6,10992.8,61.74886889,10875.96446,1,0.257706981,0.000867798,0.256839183
2019-02-06 10:15,10992.95,11000.1,10979.15,10994.4,68.69377468,10909.15321,1,0.290155894,0.026653369,0.263502525
2019-02-06 11:15,10994.35,11019.8,10993.15,11016.05,68.85549001,10927.58039,1,0.316112866,0.042088272,0.274024594
2019-02-06 12:15,11015.8,11045.55,11013.35,11038.25,71.03573642,10946.63735,1,0.397049038,0.098419556,0.298629482
2019-02-06 13:15,11038.1,11060,11029.15,11053,73.11413061,10970.76611,1,0.449487964,0.120686785,0.328801179
2019-02-06 14:15,11052.65,11065.2,11041.35,11060.65,74.4271418,10987.132,1,0.481179175,0.121902397,0.359276778
2019-02-06 15:15,11060.85,11072.6,11058.1,11069.75,75.10617357,10997.9988,1,0.52802418,0.134997921,0.393026258
2019-02-07 09:15,11068.55,11101.85,11055.95,11088.4,75.92509102,11013.42642,1,0.564730414,0.137363325,0.427367089
2019-02-07 10:15,11088.15,11099.75,11082.55,11087.1,77.55474407,11025.28378,1,0.607043173,0.143740867,0.463302306
2019-02-07 11:15,11086.55,11118.1,11060.55,11085.05,77.16265309,11040.3154,1,0.657506567,0.155363408,0.502143158
2019-02-07 12:15,11085.35,11094.35,11043.6,11086.95,76.50580032,11040.3154,1,0.639894477,0.110201055,0.529693422
2019-02-07 13:15,11087.05,11113.15,11071.85,11097.7,76.70373939,11040.3154,1,0.635207629,0.084411366,0.550796263
2019-02-07 14:15,11097.95,11112.4,11076.25,11076.95,77.84125054,11040.3154,1,0.628325982,0.062023775,0.566302207
2019-02-07 15:15,11076.65,11077,11049.2,11053.45,70.66844132,11040.3154,1,0.590961704,0.019727597,0.571234107
2019-02-08 09:15,11053.8,11069.4,11005.65,11012.5,63.52867914,11040.3154,1,0.530690957,-0.03243452,0.563125477
2019-02-08 10:15,11012.55,11019.55,10988.65,11001.25,53.40357907,11096.85644,-1,0.435410908,-0.102171655,0.537582563
2019-02-08 11:15,11001,11010.15,10995.95,11003.1,50.99881283,11062.13329,-1,0.341666663,-0.15673272,0.498399383
2019-02-08 12:15,11003,11005.25,10951.75,10965.8,51.38648393,11057.40996,-1,0.227252267,-0.216917693,0.44416996
2019-02-08 13:15,10965.9,11022.75,10963.15,11011,43.8532657,11035.44897,-1,0.092004446,-0.281732411,0.373736857
2019-02-08 14:15,11010.45,11014.65,10936.6,10936.8,52.86989718,11035.44897,-1,-0.018439092,-0.313740759,0.295301667
2019-02-08 15:15,10936.9,10937.2,10925.45,10931.35,41.17904345,11035.44897,-1,-0.171528581,-0.373464199,0.201935617
2019-02-11 09:15,10930.85,10943.65,10857.1,10872.75,40.47116171,10992.38145,-1,-0.31124978,-0.410548318,0.099298538
2019-02-11 10:15,10872.9,10883.45,10863.65,10879.5,33.75258481,10968.3083,-1,-0.462013622,-0.449049728,-0.012963894
2019-02-11 11:15,10878.85,10897.4,10873.55,10889.55,35.08929961,10937.65997,-1,-0.575726683,-0.450210231,-0.125516452
2019-02-11 12:15,10889.8,10903.55,10877.25,10898.1,37.1235518,10937.65997,-1,-0.632648888,-0.405705949,-0.226942939
2019-02-11 13:15,10898.4,10909.5,10865.45,10902.75,38.87851153,10937.65997,-1,-0.66686041,-0.351933977,-0.314926433
2019-02-11 14:15,10902.4,10920.5,10872.85,10884.85,39.86162215,10937.65997,-1,-0.696936806,-0.305608298,-0.391328508
2019-02-11 15:15,10884.5,10900.2,10881.45,10900.2,37.36981637,10937.65997,-1,-0.695242962,-0.243131563,-0.452111399
2019-02-12 09:15,10900,10910.9,10862.25,10873.4,40.78810115,10937.65997,-1,-0.722263438,-0.216121631,-0.506141807
2019-02-12 10:15,10873.85,10896.4,10871.6,10885.4,36.99195489,10937.65997,-1,-0.68977499,-0.146906547,-0.542868443
2019-02-12 11:15,10884.75,10896.45,10875.45,10878.25,39.69822225,10937.65997,-1,-0.645898241,-0.082423838,-0.563474403
2019-02-12 12:15,10878.05,10893.2,10861.6,10875.65,38.63347161,10937.65997,-1,-0.545615268,0.014287308,-0.559902576
2019-02-12 13:15,10875.95,10884.65,10864,10880.7,38.23190758,10931.14978,-1,-0.448563934,0.089070913,-0.537634847
2019-02-12 14:15,10880.8,10894.7,10823.8,10831.3,39.5462752,10925.7973,-1,-0.368164025,0.135576658,-0.503740683
2019-02-12 15:15,10830.5,10838.2,10825.35,10826.8,32.30462396,10916.21007,-1,-0.334777429,0.135170603,-0.469948032
2019-02-13 09:15,10826.5,10891.65,10826.5,10846.5,31.7345456,10884.96656,-1,-0.327304522,0.114114808,-0.44141933
2019-02-13 10:15,10846.7,10874.25,10844.4,10861.85,36.97780991,10884.96656,-1,-0.295639574,0.116623805,-0.412263379
2019-02-13 11:15,10862.2,10866.4,10851.25,10855.85,40.79369724,10884.96656,-1,-0.270110699,0.113722144,-0.383832843
2019-02-13 12:15,10855.5,10867.75,10849.9,10856.35,39.77980396,10884.96656,-1,-0.23765976,0.116938467,-0.354598226
2019-02-13 13:15,10857.1,10861.5,10824.95,10853.85,39.91382629,10884.96656,-1,-0.196418886,0.126543473,-0.322962358
2019-02-13 14:15,10854.65,10855.35,10785.85,10789.15,39.44117642,10884.96656,-1,-0.183284713,0.111742116,-0.295026829
