timestamp,condition,ins_type,strike_price,expiry,price,type,buy_or_sell,status,pnl,balance
04-07-19 9:30,Profit Premimum below 15; bying again,PE,11750,11-07-19,29.25,1,sell,open,-,479.1
04-07-19 14:55,premimum > 40; type2 purchase,PE,11800,11-07-19,33.5,2,sell,open,-,479.1
04-07-19 14:55,premimum > 40; type2 purchase (Hedging),PE,11450,11-07-19,4.4,2,buy,open,-,479.1
05-07-19 13:08,Profit Premimum below 15,CE,12100,11-07-19,13.85,1,sell,closed,18.45,497.55
05-07-19 13:08,Profit Premimum below 15; bying again,CE,12000,11-07-19,34.75,1,sell,open,-,497.55
05-07-19 15:07,Profit Premimum below 15,CE,12000,11-07-19,14.8,1,sell,closed,19.95,517.5
05-07-19 15:07,Profit Premimum below 15; bying again,CE,11950,11-07-19,23.75,1,sell,open,-,517.5
08-07-19 9:15,40 < RSI-D < 60; crossunder 30,PE,11750,11-07-19,76.7,1,sell,closed,-47.45,470.05
08-07-19 9:30,Profit Premimum below 15,CE,11950,11-07-19,5.25,1,sell,closed,18.5,488.55
08-07-19 9:30,Profit Premimum below 15; bying again,CE,11750,11-07-19,31.7,1,sell,open,-,488.55
08-07-19 13:53,Profit Premimum below 15,CE,11750,11-07-19,14.95,1,sell,closed,16.75,505.3
08-07-19 13:53,Profit Premimum below 15; bying again,CE,11700,11-07-19,24.65,1,sell,open,-,505.3
08-07-19 14:24,Profit Premimum below 15,CE,11700,11-07-19,14.55,1,sell,closed,10.1,515.4
08-07-19 14:24,Profit Premimum below 15; bying again,CE,11600,11-07-19,34.25,1,sell,open,-,515.4
08-07-19 15:30,weekly closing,PE,11450,11-07-19,25,2,buy,closed,20.6,536
08-07-19 15:30,weekly closing,CE,11600,11-07-19,45.35,1,sell,closed,-11.1,524.9
11-07-19 11:15,RSI-D < 40; crossunder 40,CE,11650,18-07-19,36.05,1,sell,open,-,524.9
12-07-19 13:13,premimum > 40; type2 purchase,PE,11550,18-07-19,29.85,2,sell,open,-,524.9
12-07-19 13:13,premimum > 40; type2 purchase,PE,11550,18-07-19,29.85,1,sell,open,-,524.9
15-07-19 10:48,Profit Premimum below 15,CE,11650,18-07-19,14.4,1,sell,closed,21.65,546.55
15-07-19 10:48,Profit Premimum below 15; bying again,CE,11600,18-07-19,26.45,1,sell,open,-,546.55
15-07-19 15:30,weekly closing,PE,11550,18-07-19,34.8,2,sell,closed,-4.95,541.6
15-07-19 15:30,weekly closing,PE,11550,18-07-19,34.8,1,sell,closed,-4.95,536.65
15-07-19 15:30,weekly closing,CE,11600,18-07-19,38.95,1,sell,closed,-12.5,524.15
18-07-19 11:15,45 < RSI-D < 60; crossunder 55,CE,11750,25-07-19,23.4,1,sell,open,-,524.15
18-07-19 15:05,Profit Premimum below 15,CE,11750,25-07-19,14.55,1,sell,closed,8.85,533
18-07-19 15:05,Profit Premimum below 15; bying again,CE,11700,25-07-19,26.35,1,sell,open,-,533
19-07-19 10:00,Profit Premimum below 15,CE,11700,25-07-19,14.8,1,sell,closed,11.55,544.55
19-07-19 10:00,Profit Premimum below 15; bying again,CE,11650,25-07-19,23.55,1,sell,open,-,544.55
19-07-19 11:18,Profit Premimum below 15,CE,11650,25-07-19,14.85,1,sell,closed,8.7,553.25
19-07-19 11:18,Profit Premimum below 15; bying again,CE,11600,25-07-19,24.2,1,sell,open,-,553.25
19-07-19 13:46,Profit Premimum below 15,CE,11600,25-07-19,14.5,1,sell,closed,9.7,562.95
19-07-19 13:46,Profit Premimum below 15; bying again,CE,11500,25-07-19,36.45,1,sell,open,-,562.95
22-07-19 9:30,Profit Premimum below 15,CE,11500,25-07-19,13.2,1,sell,closed,23.25,586.2
22-07-19 9:30,Profit Premimum below 15; bying again,CE,11400,25-07-19,35.4,1,sell,open,-,586.2
22-07-19 10:18,premimum > 40; type2 purchase,PE,11250,25-07-19,23.85,2,sell,open,-,586.2
22-07-19 10:18,premimum > 40; type2 purchase (Hedging),PE,11050,25-07-19,4.85,2,buy,open,-,586.2
22-07-19 10:18,premimum > 40; type2 purchase,PE,11250,25-07-19,23.85,1,sell,open,-,586.2
22-07-19 11:15,RSI-D < 40; RSI-H < 30,PE,11250,25-07-19,25.4,2,sell,closed,-1.55,584.65
22-07-19 11:15,RSI-D < 40; RSI-H < 30,PE,11250,25-07-19,25.4,1,sell,closed,-1.55,583.1
22-07-19 15:30,weekly closing,CE,11400,25-07-19,32.5,1,sell,closed,2.9,586
22-07-19 15:30,weekly closing,PE,11050,25-07-19,5.1,2,buy,closed,0.25,586.25
22-07-19 15:30,weekly reopening,PE,11150,01-08-19,27.75,1,sell,open,-,586.25
23-07-19 14:15,Profit Premimum below 15,PE,11150,01-08-19,14.85,1,sell,closed,12.9,599.15
23-07-19 14:15,Profit Premimum below 15; bying again,PE,11250,01-08-19,28.4,1,sell,open,-,599.15
23-07-19 14:40,premimum > 40; type2 purchase,CE,11450,01-08-19,35.3,2,sell,open,-,599.15
23-07-19 14:40,premimum > 40; type2 purchase (Hedging),CE,11750,01-08-19,4.9,2,buy,open,-,599.15
23-07-19 14:40,premimum > 40; type2 purchase,CE,11450,01-08-19,35.3,1,sell,open,-,599.15
24-07-19 10:15,RSI-D < 40; RSI-H < 30,PE,11250,01-08-19,69.7,1,sell,closed,-41.3,557.85
24-07-19 14:45,Profit Premimum below 15,CE,11450,01-08-19,14.9,2,sell,closed,20.4,578.25
24-07-19 14:45,Profit Premimum below 15,CE,11450,01-08-19,14.9,1,sell,closed,20.4,598.65
24-07-19 14:45,Profit Premimum below 15; bying again,CE,11350,01-08-19,34.95,1,sell,open,-,598.65
29-07-19 11:30,Profit Premimum below 15,CE,11350,01-08-19,14.5,1,sell,closed,20.45,619.1
29-07-19 11:30,Profit Premimum below 15; bying again,CE,11300,01-08-19,27,1,sell,open,-,619.1
29-07-19 15:30,weekly closing,CE,11750,01-08-19,0.55,2,buy,closed,-4.35,614.75
29-07-19 15:30,weekly closing,CE,11300,01-08-19,23.25,1,sell,closed,3.75,618.5
29-07-19 15:30,weekly reopening,CE,11400,08-08-19,29.4,1,sell,open,-,618.5
30-07-19 15:06,Profit Premimum below 15,CE,11400,08-08-19,14.9,1,sell,closed,14.5,633
30-07-19 15:06,Profit Premimum below 15; bying again,CE,11300,08-08-19,27.35,1,sell,open,-,633
01-08-19 9:30,Profit Premimum below 15,CE,11300,08-08-19,13.9,1,sell,closed,13.45,646.45
01-08-19 9:30,Profit Premimum below 15; bying again,CE,11200,08-08-19,33.85,1,sell,open,-,646.45
01-08-19 13:49,Profit Premimum below 15,CE,11200,08-08-19,14.9,1,sell,closed,18.95,665.4
01-08-19 13:49,Profit Premimum below 15; bying again,CE,11100,08-08-19,33.95,1,sell,open,-,665.4
01-08-19 15:13,premimum > 40; type2 purchase,PE,10850,08-08-19,31,2,sell,open,-,665.4
01-08-19 15:13,premimum > 40; type2 purchase,PE,10850,08-08-19,31,1,sell,open,-,665.4
02-08-19 10:15,RSI-D < 40; RSI-H < 30,PE,10850,08-08-19,77,2,sell,closed,-46,619.4
02-08-19 10:15,RSI-D < 40; RSI-H < 30,PE,10850,08-08-19,77,1,sell,closed,-46,573.4
02-08-19 13:27,premimum > 40; type2 purchase,PE,10800,08-08-19,30.15,2,sell,open,-,573.4
02-08-19 13:27,premimum > 40; type2 purchase,PE,10800,08-08-19,30.15,1,sell,open,-,573.4
05-08-19 9:30,Profit Premimum below 15,CE,11100,08-08-19,13.85,1,sell,closed,20.1,593.5
05-08-19 9:30,Profit Premimum below 15; bying again,CE,11000,08-08-19,31.55,1,sell,open,-,593.5
05-08-19 15:30,weekly closing,PE,10800,08-08-19,60,2,sell,closed,-29.85,563.65
05-08-19 15:30,weekly closing,PE,10800,08-08-19,60,1,sell,closed,-29.85,533.8
05-08-19 15:30,weekly closing,CE,11000,08-08-19,38.1,1,sell,closed,-6.55,527.25
14-08-19 11:15,RSI-D < 40; no open positions and supertrend changes from down to up,PE,10800,22-08-19,29.15,1,sell,open,-,527.25
19-08-19 9:30,Profit Premimum below 15,PE,10800,22-08-19,12.85,1,sell,closed,16.3,543.55
