timestamp,condition,ins_type,strike_price,expiry,price,type,buy_or_sell,status,pnl,balance
2019-05-02 14:06:00,Profit Premimum below 15; bying again (Hedging),PE,11200.0,2019-05-09,1.8,1,buy,open,-,227.19999999999996
2019-05-02 14:58:00,Stoploss Hit,PE,11700.0,2019-05-09,54.5,1,sell,closed,-19.65,207.54999999999995
2019-05-02 15:15:00,40 < RSI-D < 60; 40 < RSI-H < 60,PE,11650.0,2019-05-09,31.25,1,sell,open,-,207.54999999999995
2019-05-02 15:15:00,40 < RSI-D < 60; 40 < RSI-H < 60 (Hedging),PE,11200.0,2019-05-09,1.8,1,buy,open,-,207.54999999999995
2019-05-03 11:15:00,45 < RSI-D < 60; crossover 55,PE,11650.0,2019-05-09,25.1,1,sell,closed,6.149999999999999,213.69999999999996
2019-05-06 09:15:00,Profit Premimum below 15,CE,11850.0,2019-05-09,3.9,1,sell,closed,28.300000000000004,241.99999999999997
2019-05-06 09:15:00,Profit Premimum below 15; bying again,CE,11700.0,2019-05-09,30.75,1,sell,open,-,241.99999999999997
2019-05-06 09:15:00,Profit Premimum below 15; bying again (Hedging),CE,11950.0,2019-05-09,1.1,1,buy,open,-,241.99999999999997
2019-05-06 09:15:00,40 < RSI-D < 60; 40 < RSI-H < 60,PE,11550.0,2019-05-09,34.75,1,sell,open,-,241.99999999999997
2019-05-06 09:15:00,40 < RSI-D < 60; 40 < RSI-H < 60 (Hedging),PE,11300.0,2019-05-09,3.5,1,buy,open,-,241.99999999999997
2019-05-06 10:15:00,40 < RSI-D < 60; crossunder 35,PE,11550.0,2019-05-09,29.75,1,sell,closed,5.0,246.99999999999997
2019-05-06 15:30:00,weekly closing,PE,11300.0,2019-05-09,3.9,1,buy,closed,1.25,248.24999999999997
2019-05-06 15:30:00,weekly closing,PE,11200.0,2019-05-09,2.3,1,buy,closed,0.4999999999999998,248.74999999999997
2019-05-06 15:30:00,weekly closing,PE,11200.0,2019-05-09,2.3,1,buy,closed,0.4999999999999998,249.24999999999997
2019-05-06 15:30:00,weekly closing,CE,11700.0,2019-05-09,29.0,1,sell,closed,1.75,250.99999999999997
2019-05-06 15:30:00,weekly closing,CE,11950.0,2019-05-09,2.1,1,buy,closed,1.0,251.99999999999997
2019-05-06 15:30:00,weekly closing,PE,11300.0,2019-05-09,3.9,1,buy,closed,0.3999999999999999,252.39999999999998
2019-05-14 09:15:00,RSI-D < 40; RSI-H < 50,CE,12000.0,2019-05-23,29.8,1,sell,open,-,252.39999999999998
2019-05-17 15:15:00,40 < RSI-D < 60; crossover 65,CE,12000.0,2019-05-23,36.7,1,sell,closed,-6.900000000000002,245.49999999999997
2019-05-20 10:15:00,40 < RSI-D < 60; 60 < RSI-H,PE,11050.0,2019-05-23,34.65,1,sell,open,-,245.49999999999997
2019-05-20 15:30:00,weekly closing,PE,11050.0,2019-05-23,25.8,1,sell,closed,8.849999999999998,254.34999999999997
2019-05-23 09:15:00,40 < RSI-D < 60; 60 < RSI-H,PE,11100.0,2019-05-30,38.5,1,sell,open,-,254.34999999999997
2019-05-23 10:19:00,Profit Premimum below 15,PE,11100.0,2019-05-30,14.9,1,sell,closed,23.6,277.95
2019-05-23 10:19:00,Profit Premimum below 15; bying again,PE,11450.0,2019-05-30,32.65,1,sell,open,-,277.95
2019-05-23 14:58:00,premimum > 45; type2 purchase,CE,12050.0,2019-05-30,37.4,2,sell,open,-,277.95
2019-05-23 15:15:00,Type 2 premium < 30,CE,12050.0,2019-05-30,28.0,2,sell,closed,9.399999999999999,287.34999999999997
2019-05-23 15:16:00,premimum > 45; type2 purchase,CE,12000.0,2019-05-30,32.85,2,sell,open,-,287.34999999999997
2019-05-24 09:18:00,Type 2 premium < 30,CE,12000.0,2019-05-30,29.4,2,sell,closed,3.450000000000003,290.79999999999995
2019-05-24 09:15:00,40 < RSI-D < 60; 40 < RSI-H < 60,CE,12000.0,2019-05-30,36.05,1,sell,open,-,290.79999999999995
2019-05-24 10:15:00,Profit Premimum below 15,CE,12000.0,2019-05-30,14.2,1,sell,closed,21.849999999999998,312.65
2019-05-24 10:15:00,Profit Premimum below 15; bying again,CE,11850.0,2019-05-30,37.0,1,sell,open,-,312.65
2019-05-24 11:08:00,Profit Premimum below 15,PE,11450.0,2019-05-30,14.95,1,sell,closed,17.7,330.34999999999997
2019-05-24 11:08:00,Profit Premimum below 15; bying again,PE,11600.0,2019-05-30,35.8,1,sell,open,-,330.34999999999997
2019-05-24 11:08:00,Profit Premimum below 15; bying again (Hedging),PE,11000.0,2019-05-30,3.55,1,buy,open,-,330.34999999999997
